variety_name,crop,segment,plant_characteristics,fruit_characteristics,resistance_codes,cultivation_environment,description,variety_names.country,variety_names.commercial_name,variety_names.registration_status
162-334,Tomato,,"Indeterminate pink tomato, very vigorous, very early, short internodes.","4-5 fruits per cluster, bright and deep pink color,  globe and slightly ribbed, firm, 300 gr, long shelf life..","HR: ToMV, Va, Vd, Fol 0-1, Ff A-E / IR: TYLCV, ToTV, Ss","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate pink tomato, very vigorous, very early, short internodes.
Fruit: 4-5 fruits per cluster, bright and deep pink color,  globe and slightly ribbed, firm, 300 gr, long shelf life..
Cultivation: Autumn, winter and spring seasons in greenhouse.",Kosovo,GUSTO PINK F1,Registered
162-334,,,,,,,,Serbia,GUSTO PINK F1,Registered
162-334,,,,,,,,Poland,GUSTO PINK F1,Registered
162-334,,,,,,,,Romania,GUSTO PINK F1,Registered
162-334,,,,,,,,Greece,GUSTO PINK F1,Registered
162-334,,,,,,,,Albania,GUSTO PINK F1,Registered
162-334,,,,,,,,Croatia,GUSTO PINK F1,Registered
162-334,,,,,,,,Bulgaria,GUSTO PINK F1,Registered
162-334,,,,,,,,Kazakhstan,PEGASUS F1,In Progress
162-334,,,,,,,,Russian Federation,GUSTO F1,Registered
162-334,,,,,,,,Romania,162-334 F1,In Progress
162-334,,,,,,,,Cyprus,GUSTO F1,In Progress
162-334,,,,,,,,Kosovo,GUSTO PINK F1,In Progress
162-334,,,,,,,,Austria,GUSTO PINK F1,In Progress
162-334,,,,,,,,Belgium,GUSTO PINK F1,In Progress
162-334,,,,,,,,Cyprus,GUSTO PINK F1,In Progress
162-334,,,,,,,,Czech Republic,GUSTO PINK F1,In Progress
162-334,,,,,,,,Denmark,GUSTO PINK F1,In Progress
162-334,,,,,,,,Estonia,GUSTO PINK F1,In Progress
162-334,,,,,,,,Finland,GUSTO PINK F1,In Progress
162-334,,,,,,,,France,GUSTO PINK F1,In Progress
162-334,,,,,,,,Germany,GUSTO PINK F1,In Progress
162-334,,,,,,,,Hungary,GUSTO PINK F1,In Progress
162-334,,,,,,,,Ireland,GUSTO PINK F1,In Progress
162-334,,,,,,,,Italy,GUSTO PINK F1,In Progress
162-334,,,,,,,,Latvia,GUSTO PINK F1,In Progress
162-334,,,,,,,,Lithuania,GUSTO PINK F1,In Progress
162-334,,,,,,,,Luxembourg,GUSTO PINK F1,In Progress
162-334,,,,,,,,Malta,GUSTO PINK F1,In Progress
162-334,,,,,,,,Netherlands,GUSTO PINK F1,In Progress
162-334,,,,,,,,Poland,GUSTO PINK F1,In Progress
162-334,,,,,,,,Portugal,GUSTO PINK F1,In Progress
162-334,,,,,,,,Slovakia,GUSTO PINK F1,In Progress
162-334,,,,,,,,Sierra Leone,GUSTO PINK F1,In Progress
162-334,,,,,,,,Spain,GUSTO PINK F1,In Progress
162-334,,,,,,,,Sweden,GUSTO PINK F1,In Progress
162-334,,,,,,,,Kazakhstan,PEGASUS F1,In Progress
162-334,,,,,,,,Kazakhstan,PEGASUS F1,In Progress
162-491,Tomato,,"Indeterminate oval cherry tomato, short internodes, vigorous plant, early. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Short- oval, dark red color, firm, 20-25 g, very productive.",,"Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate oval cherry tomato, short internodes, vigorous plant, early. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV
Fruit: Short- oval, dark red color, firm, 20-25 g, very productive.
Cultivation: Autumn, winter and spring seasons in greenhouse.",,,
162-492,Tomato,,"Indeterminate oval cherry tomato, short internodes, early. HR: ToMV, Vd, Va, Fol 0-1-2 / IR: TYLCV, TSWV","Oval shape, red color, firm, 20-25 g, very productive.",,"Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate oval cherry tomato, short internodes, early. HR: ToMV, Vd, Va, Fol 0-1-2 / IR: TYLCV, TSWV
Fruit: Oval shape, red color, firm, 20-25 g, very productive.
Cultivation: Autumn, winter and spring seasons in greenhouse.",,,
162-493,Tomato,,"Indeterminate round cherry tomato, mid-strong plant, short internodes. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Dark red color, round, very firm, 20-25 gr, very productive.",,"Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate round cherry tomato, mid-strong plant, short internodes. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV
Fruit: Dark red color, round, very firm, 20-25 gr, very productive.
Cultivation: Autumn, winter and spring seasons in greenhouse.",,,
162-513,Tomato,,"Indeterminate cocoktail tomato, strong plant, early. HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV","Red color, round, 45-50 gr, suitable for cluster harvest, firm, 12-14 fruit per cluster.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate cocoktail tomato, strong plant, early. HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV
Fruit: Red color, round, 45-50 gr, suitable for cluster harvest, firm, 12-14 fruit per cluster.
Cultivation: Autumn and spring seasons in greenhouse.",,,
162-635,Tomato,,"Indeterminate yellow heirloom tomato, vigorous plant, early. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV","Green-yellow color, flat, sliced and ribbed fruit, very firm,
240-260 g.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate yellow heirloom tomato, vigorous plant, early. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV
Fruit: Green-yellow color, flat, sliced and ribbed fruit, very firm,
240-260 g.
Cultivation: Autumn and spring seasons in greenhouse.",,,
162-670,Tomato,,"Indeterminate tomato, very vigorous plant, short internodes, big size leaves, early. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV, TSWV","Red color, 6-8 fruits per cluster, uniform,220-240 g, long shelf life.",,Autumn and spring seasons in greenhouse and open field.,"Plant: Indeterminate tomato, very vigorous plant, short internodes, big size leaves, early. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV, TSWV
Fruit: Red color, 6-8 fruits per cluster, uniform,220-240 g, long shelf life.
Cultivation: Autumn and spring seasons in greenhouse and open field.",Jordan,01-10 F1,In Progress
162-670,,,,,,,,Jordan,162-670 F1,In Progress
172-224,Tomato,,"Indeterminate tomato, very vigorous plant, big size leaves, early. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV, TSWV","Red color, slightly flat, very firm, 240-260 g, very productive.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate tomato, very vigorous plant, big size leaves, early. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV, TSWV
Fruit: Red color, slightly flat, very firm, 240-260 g, very productive.
Cultivation: Autumn and spring seasons in greenhouse.",Kosovo,ZIRVE F1,In Progress
172-224,,,,,,,,Cyprus,SED?R F1,In Progress
172-224,,,,,,,,Morocco,FAIROUZ F1,In Progress
172-226,Tomato,,"Indeterminate tomato, vigorous plant, early, productive. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV, TSWV","Red color, slightly flat, 200-220 g, very firm.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate tomato, vigorous plant, early, productive. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV, TSWV
Fruit: Red color, slightly flat, 200-220 g, very firm.
Cultivation: Autumn and spring seasons in greenhouse.",,,
172-240,Tomato,,"Indeterminate tomato, vigorous plant, short internodes, early, open plant, productive.","Red color, slightly flat, slightly sliced, 220-240 g, firm.","HR: ToMV, Vd, Va, Fol 0-1, For, Ff A-B / IR: TYLCV, TSWV, Ma,
Mi, Mj",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate tomato, vigorous plant, short internodes, early, open plant, productive.
Fruit: Red color, slightly flat, slightly sliced, 220-240 g, firm.
Cultivation: Autumn and spring seasons in greenhouse.",China,ISHAK F1,In Progress
172-292,Tomato,,"Indeterminate tomato, very vigorous plant, early, productive. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV, TSWV, Ma, Mi, Mj","Red color, slightly flat, slightly sliced, 200-220 g, firm.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate tomato, very vigorous plant, early, productive. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV, TSWV, Ma, Mi, Mj
Fruit: Red color, slightly flat, slightly sliced, 200-220 g, firm.
Cultivation: Autumn and spring seasons in greenhouse.",,,
172-297,Tomato,,"Indeterminate tomato, vigorous plant, early, productive. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV, TSWV, Ma, Mi, Mj","Red color, flat, 220-240 g, firm.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate tomato, vigorous plant, early, productive. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV, TSWV, Ma, Mi, Mj
Fruit: Red color, flat, 220-240 g, firm.
Cultivation: Autumn and spring seasons in greenhouse.",,,
172-300,Tomato,,"Indeterminate beef tomato,very vigorous plant, dark green leaves, early.","Red color, slightly flat, 300-350 g, firm.","HR: ToMV, Vd, Va, Fol 0-1, For
/ IR: TYLCV, TSWV",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate beef tomato,very vigorous plant, dark green leaves, early.
Fruit: Red color, slightly flat, 300-350 g, firm.
Cultivation: Autumn and spring seasons in greenhouse.",Canada,TANAGER F1,In Progress
172-300,,,,,,,,Canada,KOCAMAN F1,In Progress
172-300,,,,,,,,United States,TANAGER F1,In Progress
172-300,,,,,,,,United States,KOCAMAN F1,In Progress
172-300,,,,,,,,Cyprus,KOCAMAN F1,In Progress
172-300,,,,,,,,United Arab Emirates,172-300 F1,In Progress
172-300,,,,,,,,Kosovo,172-300 F1,In Progress
172-323,Tomato,,"Indeterminate tomato, vigorous plant, early, productive.","Red color, globe, smooth, 220-240 g, very firm.","HR: ToMV, Vd, Va, Fol 0-1, For, Ff A-E / IR: TYLCV, TSWV, Ss",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate tomato, vigorous plant, early, productive.
Fruit: Red color, globe, smooth, 220-240 g, very firm.
Cultivation: Autumn and spring seasons in greenhouse.",Libya,172-323 F1,In Progress
172-323,,,,,,,,United Arab Emirates,172-323 F1,In Progress
172-323,,,,,,,,China,172-323 F1,In Progress
172-323,,,,,,,,China,DUPLO F1,In Progress
172-323,,,,,,,,Albania,TEMA F1,Registered
172-323,,,,,,,,Jordan,172-323 F1,In Progress
172-323,,,,,,,,Malaysia,172-323 F1,In Progress
172-323,,,,,,,,Turkmenistan,LKER F1,In Progress
172-323,,,,,,,,China,RUIJIA 190 F1,In Progress
172-323,,,,,,,,Ecuador,DIAMENTE F1,In Progress
172-328,Tomato,,"Indeterminate tomato, vigorous plant, very productive. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV","Slightly flat, red color, firm, 240-260 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate tomato, vigorous plant, very productive. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV
Fruit: Slightly flat, red color, firm, 240-260 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,
172-332,Tomato,,"Indeterminate tomato, open plant, short internodes, early, good setting under hot conditions. productive. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV, TSWV","Red color, slightly flat, 200-220 g, firm.",,"Early autumn, autumn and spring seasons in greenhouse.","Plant: Indeterminate tomato, open plant, short internodes, early, good setting under hot conditions. productive. HR: ToMV, Vd, Va, Fol 0-1, For / IR: TYLCV, TSWV
Fruit: Red color, slightly flat, 200-220 g, firm.
Cultivation: Early autumn, autumn and spring seasons in greenhouse.",Libya,172-332 F1,In Progress
172-332,,,,,,,,Cyprus,YILMAZ F1,In Progress
172-350,Tomato,,"Indeterminate ytomato, vigorous plant, short internodes, very productive, very early.  HR: ToMV, Va, Vd, Fol 0-1, For  / IR: TYLCV, TSWV","Red color, slightly flat, very firm, 230-250 g.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate ytomato, vigorous plant, short internodes, very productive, very early.  HR: ToMV, Va, Vd, Fol 0-1, For  / IR: TYLCV, TSWV
Fruit: Red color, slightly flat, very firm, 230-250 g.
Cultivation: Autumn and spring seasons in greenhouse.",,,
172-363,Tomato,,"Indeterminate tomato, vigorous plant, early. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV, TSWV, Ma, Mi,
Mj","Flat fruit, red color, 260-280 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate tomato, vigorous plant, early. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV, TSWV, Ma, Mi,
Mj
Fruit: Flat fruit, red color, 260-280 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,
172-377,Tomato,,"Indeterminate round loose tomato, very vigorous plant, early.","Slightly flat, dark red color, very firm, 260-280 gr, very productive.","HR: ToMV, Va, Vd, Fol 0-1, Ff A-E / IR: TYLCV, TSWV, Ma,
Mi, Mj, Ss",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate round loose tomato, very vigorous plant, early.
Fruit: Slightly flat, dark red color, very firm, 260-280 gr, very productive.
Cultivation: Autumn and spring seasons in greenhouse.",Spain,SODA F1,In Progress
172-391,Tomato,,"Indeterminate pink tomato, vigorous plant, mid-early. HR: ToMV, Va, Vd, Fol
0-1-2 / IR: TYLCV, TSWV,
Ma, Mi, Mj","Slightly flat, red color, firm, 240-260 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate pink tomato, vigorous plant, mid-early. HR: ToMV, Va, Vd, Fol
0-1-2 / IR: TYLCV, TSWV,
Ma, Mi, Mj
Fruit: Slightly flat, red color, firm, 240-260 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,
172-395,Tomato,,"Indeterminate tomato, very vigorous plant, early, productive. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV, TSWV","Slightly flat, red color, firm, 260-280 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate tomato, very vigorous plant, early, productive. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV, TSWV
Fruit: Slightly flat, red color, firm, 260-280 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,
172-396,Tomato,,"Indeterminate tomato, mid-vigorous plant,
productive. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV, TSWV","Slightly flat, red color, very firm, 240-260 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate tomato, mid-vigorous plant,
productive. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV, TSWV
Fruit: Slightly flat, red color, very firm, 240-260 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,
172-445,Tomato,,"Indeterminate tomato, very vigorous plant, dark green leaves, mid-early, very productive.","Globe, red color, firm, 230-250 gr.","HR: ToMV, Va, Vd, Fol 0-1, For
/ IR: TYLCV, TSWV, Ma, Mi, Mj",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate tomato, very vigorous plant, dark green leaves, mid-early, very productive.
Fruit: Globe, red color, firm, 230-250 gr.
Cultivation: Autumn and spring seasons in greenhouse.",Jordan,172-445 F1,In Progress
172-446,Tomato,,"Indeterminate pink tomato, vigorous plant, mid-early, productive. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV, TSWV, Ma, Mi, Mj","Slightly flat, red color, firm, 300-320 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate pink tomato, vigorous plant, mid-early, productive. HR: ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV, TSWV, Ma, Mi, Mj
Fruit: Slightly flat, red color, firm, 300-320 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,
172-460,Tomato,,"Indeterminate pink tomato, vigorous plant, mid-early, productive. HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV, TSWV, Ma, Mi, Mj","Slightly flat, red color, firm, 280-300 gr.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate pink tomato, vigorous plant, mid-early, productive. HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV, TSWV, Ma, Mi, Mj
Fruit: Slightly flat, red color, firm, 280-300 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,
172-469,Tomato,,"Indeterminate tomato, vigorous plant, dark green leaves, early, productive.","Red color, slightly flat, 220-240 g, firm.","HR: ToMV, Vd, Va, Fol 0-1, For, Ff A-E / IR: TYLCV, Ss",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate tomato, vigorous plant, dark green leaves, early, productive.
Fruit: Red color, slightly flat, 220-240 g, firm.
Cultivation: Autumn and spring seasons in greenhouse.",Cyprus,NA?M F1,In Progress
172-469,,,,,,,,Jordan,172-469 F1,In Progress
172-469,,,,,,,,Malaysia,172-469 F1,In Progress
172-469,,,,,,,,Australia,BILL F1,In Progress
172-469,,,,,,,,Uzbekistan,J?HAN F1,In Progress
172-469,,,,,,,,Kazakhstan,BODRUM F1,In Progress
172-470,Tomato,,"ndeterminate loose beef tomato, vigorous plant, dark green leaves, good leaf coverage, early.","Red color, slightly flat and ribbed, firm, 300-310 gr.","HR:ToMV, Va, Vd, Fol 0-1, For, Ff A-E / IR: TYLCV, TSWV",Autumn and spring seasons in greenhouse.,"Plant: ndeterminate loose beef tomato, vigorous plant, dark green leaves, good leaf coverage, early.
Fruit: Red color, slightly flat and ribbed, firm, 300-310 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,
172-484,Tomato,,"Indeterminateround loose tomato, short internodes, vigorous plant, early, dark green leaves, good leaf coverage.","Round, red color, firm,
220-240 gr, very productive.","HR: ToMV, Va, Vd, Fol 0-1, For, Ff A-E / IR: TYLCV, TSWV, Ss",Spring and autumn seasons in greenhouse.,"Plant: Indeterminateround loose tomato, short internodes, vigorous plant, early, dark green leaves, good leaf coverage.
Fruit: Round, red color, firm,
220-240 gr, very productive.
Cultivation: Spring and autumn seasons in greenhouse.",Jordan,172-484 F1,In Progress
172-484,,,,,,,,China,GRETA F1,In Progress
172-484,,,,,,,,China,SHILOH F1,In Progress
172-484,,,,,,,,Ecuador,KUARZO F1,In Progress
172-495,Tomato,,"Indeterminate tomato, vigorous plant, early.","Globe, dark red color, firm, 280-300 gr, very productive.","HR: ToMV, Va, Vd, Fol 0-1, Ff A-E / IR: TYLCV, Ma, Mi, Mj",Spring and autumn seasons in greenhouse.,"Plant: Indeterminate tomato, vigorous plant, early.
Fruit: Globe, dark red color, firm, 280-300 gr, very productive.
Cultivation: Spring and autumn seasons in greenhouse.",,,
172-496,Tomato,,"Indeterminate tomato, vigorous plant, early.","Slightly flat, red color, firm, 260-280 gr.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV, TSWV, Ma, Mi, Mj",Autumn and Spring seasons in greenhouse.,"Plant: Indeterminate tomato, vigorous plant, early.
Fruit: Slightly flat, red color, firm, 260-280 gr.
Cultivation: Autumn and Spring seasons in greenhouse.",Azerbaijan,SENEM F1,In Progress
172-496,,,,,,,,Spain,ALMIRAYA F1,Registered
172-526,Tomato,,"Indeterminate pink  tomato, very vigorous plant, productive.","Slightly flat, very firm, pink color, pure skin, 260-280 gr.","HR: ToMV, Va, Vd, Fol 0-1, Ff A-E / IR: TYLCV",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate pink  tomato, very vigorous plant, productive.
Fruit: Slightly flat, very firm, pink color, pure skin, 260-280 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,
172-531,Tomato,,"Indeterminate pink tomato, early, vigorous plant. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Pink color, slightly flat, smooth, 260-280 g, firm.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate pink tomato, early, vigorous plant. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV
Fruit: Pink color, slightly flat, smooth, 260-280 g, firm.
Cultivation: Autumn and spring seasons in greenhouse.",,,
172-543,Tomato,,"Indeterminate pink tomato, early, vigorous plant, productive. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Pink color, globe, smooth, 240-260 g, firm.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate pink tomato, early, vigorous plant, productive. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV
Fruit: Pink color, globe, smooth, 240-260 g, firm.
Cultivation: Autumn and spring seasons in greenhouse.",,,
172-550,Tomato,,"Indeterminate pink tomato, early, very vigorous plant, very productive. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Pink color, slightly flat, 240-260 g, firm.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate pink tomato, early, very vigorous plant, very productive. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV
Fruit: Pink color, slightly flat, 240-260 g, firm.
Cultivation: Autumn and spring seasons in greenhouse.",,,
172-561,Tomato,,"Indeterminate pink tomato, early, very vigorous plant, dark green leaves. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Pink color, globe, 240-260 g, firm.",,Autumn and spring seasons in greenhouse.,"Plant: Indeterminate pink tomato, early, very vigorous plant, dark green leaves. HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV
Fruit: Pink color, globe, 240-260 g, firm.
Cultivation: Autumn and spring seasons in greenhouse.",,,
172-567,Tomato,,"Indeterminate pink tomato, very early, short internodes, dark green leaves.","4-5 fruit per cluster, pink color, slightly sliced, firm, 270 gr, high quality fruits with atractive fruit shape.","HR: ToMV, Vd, Va, Fol 0-1 / IR: TSWV, ToTV",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate pink tomato, very early, short internodes, dark green leaves.
Fruit: 4-5 fruit per cluster, pink color, slightly sliced, firm, 270 gr, high quality fruits with atractive fruit shape.
Cultivation: Autumn and spring seasons in greenhouse.",Iraq,BAYAN F1,Registered
172-567,,,,,,,,Serbia,SONAROSA F1,Registered
